common_name,pubchem_id,flavor_profile,detail_url,CID,MolecularFormula,MolecularWeight,SMILES,ConnectivitySMILES,IUPACName
CID 18219620,18219620,sweet,,18219620,C19H27N3O6,393.4,CC(C)CC(C(=O)O)NC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC(=O)O)N,CC(C)CC(C(=O)O)NC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC(=O)O)N,2-[[2-[(2-amino-3-carboxypropanoyl)amino]-3-phenylpropanoyl]amino]-4-methylpentanoic acid
Asp-Phe-Lys,18219621,sweet,,18219621,C19H28N4O6,408.4,C1=CC=C(C=C1)CC(C(=O)NC(CCCCN)C(=O)O)NC(=O)C(CC(=O)O)N,C1=CC=C(C=C1)CC(C(=O)NC(CCCCN)C(=O)O)NC(=O)C(CC(=O)O)N,6-amino-2-[[2-[(2-amino-3-carboxypropanoyl)amino]-3-phenylpropanoyl]amino]hexanoic acid
CID 18219623,18219623,sweet,,18219623,C22H25N3O6,427.4,C1=CC=C(C=C1)CC(C(=O)NC(CC2=CC=CC=C2)C(=O)O)NC(=O)C(CC(=O)O)N,C1=CC=C(C=C1)CC(C(=O)NC(CC2=CC=CC=C2)C(=O)O)NC(=O)C(CC(=O)O)N,3-amino-4-[[1-[(1-carboxy-2-phenylethyl)amino]-1-oxo-3-phenylpropan-2-yl]amino]-4-oxobutanoic acid
CID 18219625,18219625,sweet,,18219625,C16H21N3O7,367.35,C1=CC=C(C=C1)CC(C(=O)NC(CO)C(=O)O)NC(=O)C(CC(=O)O)N,C1=CC=C(C=C1)CC(C(=O)NC(CO)C(=O)O)NC(=O)C(CC(=O)O)N,3-amino-4-[[1-[(1-carboxy-2-hydroxyethyl)amino]-1-oxo-3-phenylpropan-2-yl]amino]-4-oxobutanoic acid
CID 18219628,18219628,sweet,,18219628,C18H25N3O6,379.4,CC(C)C(C(=O)O)NC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC(=O)O)N,CC(C)C(C(=O)O)NC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC(=O)O)N,2-[[2-[(2-amino-3-carboxypropanoyl)amino]-3-phenylpropanoyl]amino]-3-methylbutanoic acid
CID 18219641,18219641,sweet,,18219641,C18H23N3O6,377.4,C1CC(N(C1)C(=O)C(CC(=O)O)N)C(=O)NC(CC2=CC=CC=C2)C(=O)O,C1CC(N(C1)C(=O)C(CC(=O)O)N)C(=O)NC(CC2=CC=CC=C2)C(=O)O,3-amino-4-[2-[(1-carboxy-2-phenylethyl)carbamoyl]pyrrolidin-1-yl]-4-oxobutanoic acid
CID 18219659,18219659,sweet,,18219659,C16H21N3O7,367.35,C1=CC=C(C=C1)CC(C(=O)O)NC(=O)C(CO)NC(=O)C(CC(=O)O)N,C1=CC=C(C=C1)CC(C(=O)O)NC(=O)C(CO)NC(=O)C(CC(=O)O)N,3-amino-4-[[1-[(1-carboxy-2-phenylethyl)amino]-3-hydroxy-1-oxopropan-2-yl]amino]-4-oxobutanoic acid
CID 18219678,18219678,sweet,,18219678,C17H23N3O7,381.4,CC(C(C(=O)NC(CC1=CC=CC=C1)C(=O)O)NC(=O)C(CC(=O)O)N)O,CC(C(C(=O)NC(CC1=CC=CC=C1)C(=O)O)NC(=O)C(CC(=O)O)N)O,3-amino-4-[[1-[(1-carboxy-2-phenylethyl)amino]-3-hydroxy-1-oxobutan-2-yl]amino]-4-oxobutanoic acid
SCHEMBL17305518,18219738,sweet,,18219738,C18H25N3O6,379.4,CC(C)C(C(=O)NC(CC1=CC=CC=C1)C(=O)O)NC(=O)C(CC(=O)O)N,CC(C)C(C(=O)NC(CC1=CC=CC=C1)C(=O)O)NC(=O)C(CC(=O)O)N,3-amino-4-[[1-[(1-carboxy-2-phenylethyl)amino]-3-methyl-1-oxobutan-2-yl]amino]-4-oxobutanoic acid
CID 18219816,18219816,sweet,,18219816,C16H21N3O6S,383.4,C1=CC=C(C=C1)CC(C(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(CS)N,C1=CC=C(C=C1)CC(C(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(CS)N,3-[(2-amino-3-sulfanylpropanoyl)amino]-4-[(1-carboxy-2-phenylethyl)amino]-4-oxobutanoic acid
CID 18220203,18220203,sweet,,18220203,C18H23N3O8,409.4,C1=CC=C(C=C1)CC(C(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(CCC(=O)O)N,C1=CC=C(C=C1)CC(C(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(CCC(=O)O)N,4-amino-5-[[3-carboxy-1-[(1-carboxy-2-phenylethyl)amino]-1-oxopropan-2-yl]amino]-5-oxopentanoic acid
CID 18220512,18220512,sweet,,18220512,C17H24N4O5,364.4,CC(C(=O)NC(CC1=CC=CC=C1)C(=O)O)NC(=O)C(CCC(=O)N)N,CC(C(=O)NC(CC1=CC=CC=C1)C(=O)O)NC(=O)C(CCC(=O)N)N,"2-[2-[(2,5-diamino-5-oxopentanoyl)amino]propanoylamino]-3-phenylpropanoic acid"
CID 18220552,18220552,sweet,,18220552,C18H25N5O6,407.4,C1=CC=C(C=C1)CC(C(=O)O)NC(=O)C(CC(=O)N)NC(=O)C(CCC(=O)N)N,C1=CC=C(C=C1)CC(C(=O)O)NC(=O)C(CC(=O)N)NC(=O)C(CCC(=O)N)N,"2-[[4-amino-2-[(2,5-diamino-5-oxopentanoyl)amino]-4-oxobutanoyl]amino]-3-phenylpropanoic acid"
CID 18220572,18220572,sweet,,18220572,C18H24N4O7,408.4,C1=CC=C(C=C1)CC(C(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(CCC(=O)N)N,C1=CC=C(C=C1)CC(C(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(CCC(=O)N)N,"4-[(1-carboxy-2-phenylethyl)amino]-3-[(2,5-diamino-5-oxopentanoyl)amino]-4-oxobutanoic acid"
CID 18220937,18220937,sweet,,18220937,C15H20N4O5,336.34,C1=CC=C(C=C1)CC(C(=O)O)NC(=O)C(CC(=O)N)NC(=O)CN,C1=CC=C(C=C1)CC(C(=O)O)NC(=O)C(CC(=O)N)NC(=O)CN,2-[[4-amino-2-[(2-aminoacetyl)amino]-4-oxobutanoyl]amino]-3-phenylpropanoic acid
CID 18220957,18220957,sweet,,18220957,C15H19N3O6,337.33,C1=CC=C(C=C1)CC(C(=O)O)NC(=O)C(CC(=O)O)NC(=O)CN,C1=CC=C(C=C1)CC(C(=O)O)NC(=O)C(CC(=O)O)NC(=O)CN,3-[(2-aminoacetyl)amino]-4-[(1-carboxy-2-phenylethyl)amino]-4-oxobutanoic acid
CID 18221051,18221051,sweet,,18221051,C17H25N3O4,335.4,CCC(C)C(C(=O)NC(CC1=CC=CC=C1)C(=O)O)NC(=O)CN,CCC(C)C(C(=O)NC(CC1=CC=CC=C1)C(=O)O)NC(=O)CN,2-[[2-[(2-aminoacetyl)amino]-3-methylpentanoyl]amino]-3-phenylpropanoic acid
CID 18221103,18221103,sweet,,18221103,C15H20N4O5,336.34,C1=CC=C(C=C1)CC(C(=O)NC(CC(=O)N)C(=O)O)NC(=O)CN,C1=CC=C(C=C1)CC(C(=O)NC(CC(=O)N)C(=O)O)NC(=O)CN,4-amino-2-[[2-[(2-aminoacetyl)amino]-3-phenylpropanoyl]amino]-4-oxobutanoic acid
CID 18221104,18221104,sweet,,18221104,C15H19N3O6,337.33,C1=CC=C(C=C1)CC(C(=O)NC(CC(=O)O)C(=O)O)NC(=O)CN,C1=CC=C(C=C1)CC(C(=O)NC(CC(=O)O)C(=O)O)NC(=O)CN,2-[[2-[(2-aminoacetyl)amino]-3-phenylpropanoyl]amino]butanedioic acid
CHEMBL161335,18221208,sweet,,18221208,C16H23N3O4,321.37,CC(C)C(C(=O)NC(CC1=CC=CC=C1)C(=O)O)NC(=O)CN,CC(C)C(C(=O)NC(CC1=CC=CC=C1)C(=O)O)NC(=O)CN,2-[[2-[(2-aminoacetyl)amino]-3-methylbutanoyl]amino]-3-phenylpropanoic acid
CID 18221651,18221651,sweet,,18221651,C19H28N4O5,392.4,CCC(C)C(C(=O)NC(CC(=O)N)C(=O)NC(CC1=CC=CC=C1)C(=O)O)N,CCC(C)C(C(=O)NC(CC(=O)N)C(=O)NC(CC1=CC=CC=C1)C(=O)O)N,2-[[4-amino-2-[(2-amino-3-methylpentanoyl)amino]-4-oxobutanoyl]amino]-3-phenylpropanoic acid
CID 18221671,18221671,sweet,,18221671,C19H27N3O6,393.4,CCC(C)C(C(=O)NC(CC(=O)O)C(=O)NC(CC1=CC=CC=C1)C(=O)O)N,CCC(C)C(C(=O)NC(CC(=O)O)C(=O)NC(CC1=CC=CC=C1)C(=O)O)N,3-[(2-amino-3-methylpentanoyl)amino]-4-[(1-carboxy-2-phenylethyl)amino]-4-oxobutanoic acid
CID 18221745,18221745,sweet,,18221745,C17H25N3O4,335.4,CCC(C)C(C(=O)NCC(=O)NC(CC1=CC=CC=C1)C(=O)O)N,CCC(C)C(C(=O)NCC(=O)NC(CC1=CC=CC=C1)C(=O)O)N,2-[[2-[(2-amino-3-methylpentanoyl)amino]acetyl]amino]-3-phenylpropanoic acid
CID 18221848,18221848,sweet,,18221848,C19H28N4O5,392.4,CCC(C)C(C(=O)NC(CC1=CC=CC=C1)C(=O)NC(CC(=O)N)C(=O)O)N,CCC(C)C(C(=O)NC(CC1=CC=CC=C1)C(=O)NC(CC(=O)N)C(=O)O)N,4-amino-2-[[2-[(2-amino-3-methylpentanoyl)amino]-3-phenylpropanoyl]amino]-4-oxobutanoic acid
CID 18221849,18221849,sweet,,18221849,C19H27N3O6,393.4,CCC(C)C(C(=O)NC(CC1=CC=CC=C1)C(=O)NC(CC(=O)O)C(=O)O)N,CCC(C)C(C(=O)NC(CC1=CC=CC=C1)C(=O)NC(CC(=O)O)C(=O)O)N,2-[[2-[(2-amino-3-methylpentanoyl)amino]-3-phenylpropanoyl]amino]butanedioic acid
SCHEMBL4985096,18221971,sweet,,18221971,C20H31N3O4,377.5,CCC(C)C(C(=O)NC(C(C)C)C(=O)NC(CC1=CC=CC=C1)C(=O)O)N,CCC(C)C(C(=O)NC(C(C)C)C(=O)NC(CC1=CC=CC=C1)C(=O)O)N,2-[[2-[(2-amino-3-methylpentanoyl)amino]-3-methylbutanoyl]amino]-3-phenylpropanoic acid
CID 18222022,18222022,sweet,,18222022,C19H28N4O5,392.4,CC(C)CC(C(=O)NC(CC(=O)N)C(=O)NC(CC1=CC=CC=C1)C(=O)O)N,CC(C)CC(C(=O)NC(CC(=O)N)C(=O)NC(CC1=CC=CC=C1)C(=O)O)N,2-[[4-amino-2-[(2-amino-4-methylpentanoyl)amino]-4-oxobutanoyl]amino]-3-phenylpropanoic acid
CID 18222041,18222041,sweet,,18222041,C19H27N3O6,393.4,CC(C)CC(C(=O)NC(CC(=O)O)C(=O)NC(CC1=CC=CC=C1)C(=O)O)N,CC(C)CC(C(=O)NC(CC(=O)O)C(=O)NC(CC1=CC=CC=C1)C(=O)O)N,3-[(2-amino-4-methylpentanoyl)amino]-4-[(1-carboxy-2-phenylethyl)amino]-4-oxobutanoic acid
CID 18222206,18222206,sweet,,18222206,C19H28N4O5,392.4,CC(C)CC(C(=O)NC(CC1=CC=CC=C1)C(=O)NC(CC(=O)N)C(=O)O)N,CC(C)CC(C(=O)NC(CC1=CC=CC=C1)C(=O)NC(CC(=O)N)C(=O)O)N,4-amino-2-[[2-[(2-amino-4-methylpentanoyl)amino]-3-phenylpropanoyl]amino]-4-oxobutanoic acid
CID 18222207,18222207,sweet,,18222207,C19H27N3O6,393.4,CC(C)CC(C(=O)NC(CC1=CC=CC=C1)C(=O)NC(CC(=O)O)C(=O)O)N,CC(C)CC(C(=O)NC(CC1=CC=CC=C1)C(=O)NC(CC(=O)O)C(=O)O)N,2-[[2-[(2-amino-4-methylpentanoyl)amino]-3-phenylpropanoyl]amino]butanedioic acid
CID 18222336,18222336,sweet,,18222336,C18H28N4O4,364.4,CC(C(=O)NC(CC1=CC=CC=C1)C(=O)O)NC(=O)C(CCCCN)N,CC(C(=O)NC(CC1=CC=CC=C1)C(=O)O)NC(=O)C(CCCCN)N,"2-[2-(2,6-diaminohexanoylamino)propanoylamino]-3-phenylpropanoic acid"
CID 18222373,18222373,sweet,,18222373,C19H29N5O5,407.5,C1=CC=C(C=C1)CC(C(=O)O)NC(=O)C(CC(=O)N)NC(=O)C(CCCCN)N,C1=CC=C(C=C1)CC(C(=O)O)NC(=O)C(CC(=O)N)NC(=O)C(CCCCN)N,"2-[[4-amino-2-(2,6-diaminohexanoylamino)-4-oxobutanoyl]amino]-3-phenylpropanoic acid"
CID 18222391,18222391,sweet,,18222391,C19H28N4O6,408.4,C1=CC=C(C=C1)CC(C(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(CCCCN)N,C1=CC=C(C=C1)CC(C(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(CCCCN)N,"4-[(1-carboxy-2-phenylethyl)amino]-3-(2,6-diaminohexanoylamino)-4-oxobutanoic acid"
CID 18222556,18222556,sweet,,18222556,C19H29N5O5,407.5,C1=CC=C(C=C1)CC(C(=O)NC(CC(=O)N)C(=O)O)NC(=O)C(CCCCN)N,C1=CC=C(C=C1)CC(C(=O)NC(CC(=O)N)C(=O)O)NC(=O)C(CCCCN)N,"4-amino-2-[[2-(2,6-diaminohexanoylamino)-3-phenylpropanoyl]amino]-4-oxobutanoic acid"
CID 18222743,18222743,sweet,,18222743,C18H25N3O6S,411.5,CSCCC(C(=O)NC(CC(=O)O)C(=O)NC(CC1=CC=CC=C1)C(=O)O)N,CSCCC(C(=O)NC(CC(=O)O)C(=O)NC(CC1=CC=CC=C1)C(=O)O)N,3-[(2-amino-4-methylsulfanylbutanoyl)amino]-4-[(1-carboxy-2-phenylethyl)amino]-4-oxobutanoic acid
CID 18223063,18223063,sweet,,18223063,C16H21N3O6,351.35,CC(C(=O)NC(CC(=O)O)C(=O)O)NC(=O)C(CC1=CC=CC=C1)N,CC(C(=O)NC(CC(=O)O)C(=O)O)NC(=O)C(CC1=CC=CC=C1)N,2-[2-[(2-amino-3-phenylpropanoyl)amino]propanoylamino]butanedioic acid
CID 18223099,18223099,sweet,,18223099,C17H23N5O6,393.4,C1=CC=C(C=C1)CC(C(=O)NC(CC(=O)N)C(=O)NC(CC(=O)N)C(=O)O)N,C1=CC=C(C=C1)CC(C(=O)NC(CC(=O)N)C(=O)NC(CC(=O)N)C(=O)O)N,4-amino-2-[[4-amino-2-[(2-amino-3-phenylpropanoyl)amino]-4-oxobutanoyl]amino]-4-oxobutanoic acid
CID 18223100,18223100,sweet,,18223100,C17H22N4O7,394.4,C1=CC=C(C=C1)CC(C(=O)NC(CC(=O)N)C(=O)NC(CC(=O)O)C(=O)O)N,C1=CC=C(C=C1)CC(C(=O)NC(CC(=O)N)C(=O)NC(CC(=O)O)C(=O)O)N,2-[[4-amino-2-[(2-amino-3-phenylpropanoyl)amino]-4-oxobutanoyl]amino]butanedioic acid
CID 18223106,18223106,sweet,,18223106,C19H28N4O5,392.4,CCC(C)C(C(=O)O)NC(=O)C(CC(=O)N)NC(=O)C(CC1=CC=CC=C1)N,CCC(C)C(C(=O)O)NC(=O)C(CC(=O)N)NC(=O)C(CC1=CC=CC=C1)N,2-[[4-amino-2-[(2-amino-3-phenylpropanoyl)amino]-4-oxobutanoyl]amino]-3-methylpentanoic acid
CID 18223107,18223107,sweet,,18223107,C19H28N4O5,392.4,CC(C)CC(C(=O)O)NC(=O)C(CC(=O)N)NC(=O)C(CC1=CC=CC=C1)N,CC(C)CC(C(=O)O)NC(=O)C(CC(=O)N)NC(=O)C(CC1=CC=CC=C1)N,2-[[4-amino-2-[(2-amino-3-phenylpropanoyl)amino]-4-oxobutanoyl]amino]-4-methylpentanoic acid
CID 18223116,18223116,sweet,,18223116,C16H21N3O6,351.35,CC(C(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(CC1=CC=CC=C1)N,CC(C(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(CC1=CC=CC=C1)N,3-[(2-amino-3-phenylpropanoyl)amino]-4-(1-carboxyethylamino)-4-oxobutanoic acid
CID 18223118,18223118,sweet,,18223118,C17H22N4O7,394.4,C1=CC=C(C=C1)CC(C(=O)NC(CC(=O)O)C(=O)NC(CC(=O)N)C(=O)O)N,C1=CC=C(C=C1)CC(C(=O)NC(CC(=O)O)C(=O)NC(CC(=O)N)C(=O)O)N,4-amino-2-[[2-[(2-amino-3-phenylpropanoyl)amino]-3-carboxypropanoyl]amino]-4-oxobutanoic acid
CID 18223119,18223119,sweet,,18223119,C17H21N3O8,395.4,C1=CC=C(C=C1)CC(C(=O)NC(CC(=O)O)C(=O)NC(CC(=O)O)C(=O)O)N,C1=CC=C(C=C1)CC(C(=O)NC(CC(=O)O)C(=O)NC(CC(=O)O)C(=O)O)N,2-[[2-[(2-amino-3-phenylpropanoyl)amino]-3-carboxypropanoyl]amino]butanedioic acid
CID 18223121,18223121,sweet,,18223121,C18H23N3O8,409.4,C1=CC=C(C=C1)CC(C(=O)NC(CC(=O)O)C(=O)NC(CCC(=O)O)C(=O)O)N,C1=CC=C(C=C1)CC(C(=O)NC(CC(=O)O)C(=O)NC(CCC(=O)O)C(=O)O)N,2-[[2-[(2-amino-3-phenylpropanoyl)amino]-3-carboxypropanoyl]amino]pentanedioic acid
CID 18223122,18223122,sweet,,18223122,C18H24N4O7,408.4,C1=CC=C(C=C1)CC(C(=O)NC(CC(=O)O)C(=O)NC(CCC(=O)N)C(=O)O)N,C1=CC=C(C=C1)CC(C(=O)NC(CC(=O)O)C(=O)NC(CCC(=O)N)C(=O)O)N,5-amino-2-[[2-[(2-amino-3-phenylpropanoyl)amino]-3-carboxypropanoyl]amino]-5-oxopentanoic acid
CID 18223123,18223123,sweet,,18223123,C15H19N3O6,337.33,C1=CC=C(C=C1)CC(C(=O)NC(CC(=O)O)C(=O)NCC(=O)O)N,C1=CC=C(C=C1)CC(C(=O)NC(CC(=O)O)C(=O)NCC(=O)O)N,3-[(2-amino-3-phenylpropanoyl)amino]-4-(carboxymethylamino)-4-oxobutanoic acid
CID 18223125,18223125,sweet,,18223125,C19H27N3O6,393.4,CCC(C)C(C(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(CC1=CC=CC=C1)N,CCC(C)C(C(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(CC1=CC=CC=C1)N,2-[[2-[(2-amino-3-phenylpropanoyl)amino]-3-carboxypropanoyl]amino]-3-methylpentanoic acid
CID 18223126,18223126,sweet,,18223126,C19H27N3O6,393.4,CC(C)CC(C(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(CC1=CC=CC=C1)N,CC(C)CC(C(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(CC1=CC=CC=C1)N,2-[[2-[(2-amino-3-phenylpropanoyl)amino]-3-carboxypropanoyl]amino]-4-methylpentanoic acid
Phe-Asp-Lys,18223127,sweet,,18223127,C19H28N4O6,408.4,C1=CC=C(C=C1)CC(C(=O)NC(CC(=O)O)C(=O)NC(CCCCN)C(=O)O)N,C1=CC=C(C=C1)CC(C(=O)NC(CC(=O)O)C(=O)NC(CCCCN)C(=O)O)N,6-amino-2-[[2-[(2-amino-3-phenylpropanoyl)amino]-3-carboxypropanoyl]amino]hexanoic acid
CID 18223128,18223128,sweet,,18223128,C22H25N3O6,427.4,C1=CC=C(C=C1)CC(C(=O)NC(CC(=O)O)C(=O)NC(CC2=CC=CC=C2)C(=O)O)N,C1=CC=C(C=C1)CC(C(=O)NC(CC(=O)O)C(=O)NC(CC2=CC=CC=C2)C(=O)O)N,3-[(2-amino-3-phenylpropanoyl)amino]-4-[(1-carboxy-2-phenylethyl)amino]-4-oxobutanoic acid
CID 18223130,18223130,sweet,,18223130,C16H21N3O7,367.35,C1=CC=C(C=C1)CC(C(=O)NC(CC(=O)O)C(=O)NC(CO)C(=O)O)N,C1=CC=C(C=C1)CC(C(=O)NC(CC(=O)O)C(=O)NC(CO)C(=O)O)N,3-[(2-amino-3-phenylpropanoyl)amino]-4-[(1-carboxy-2-hydroxyethyl)amino]-4-oxobutanoic acid
CID 18223134,18223134,sweet,,18223134,C18H25N3O6,379.4,CC(C)C(C(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(CC1=CC=CC=C1)N,CC(C)C(C(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(CC1=CC=CC=C1)N,2-[[2-[(2-amino-3-phenylpropanoyl)amino]-3-carboxypropanoyl]amino]-3-methylbutanoic acid
CID 18223193,18223193,sweet,,18223193,C15H20N4O5,336.34,C1=CC=C(C=C1)CC(C(=O)NCC(=O)NC(CC(=O)N)C(=O)O)N,C1=CC=C(C=C1)CC(C(=O)NCC(=O)NC(CC(=O)N)C(=O)O)N,4-amino-2-[[2-[(2-amino-3-phenylpropanoyl)amino]acetyl]amino]-4-oxobutanoic acid
CID 18223194,18223194,sweet,,18223194,C15H19N3O6,337.33,C1=CC=C(C=C1)CC(C(=O)NCC(=O)NC(CC(=O)O)C(=O)O)N,C1=CC=C(C=C1)CC(C(=O)NCC(=O)NC(CC(=O)O)C(=O)O)N,2-[[2-[(2-amino-3-phenylpropanoyl)amino]acetyl]amino]butanedioic acid
CID 18223228,18223228,sweet,,18223228,C19H28N4O5,392.4,CCC(C)C(C(=O)NC(CC(=O)N)C(=O)O)NC(=O)C(CC1=CC=CC=C1)N,CCC(C)C(C(=O)NC(CC(=O)N)C(=O)O)NC(=O)C(CC1=CC=CC=C1)N,4-amino-2-[[2-[(2-amino-3-phenylpropanoyl)amino]-3-methylpentanoyl]amino]-4-oxobutanoic acid
CID 18223229,18223229,sweet,,18223229,C19H27N3O6,393.4,CCC(C)C(C(=O)NC(CC(=O)O)C(=O)O)NC(=O)C(CC1=CC=CC=C1)N,CCC(C)C(C(=O)NC(CC(=O)O)C(=O)O)NC(=O)C(CC1=CC=CC=C1)N,2-[[2-[(2-amino-3-phenylpropanoyl)amino]-3-methylpentanoyl]amino]butanedioic acid
CID 18223244,18223244,sweet,,18223244,C19H28N4O5,392.4,CC(C)CC(C(=O)NC(CC(=O)N)C(=O)O)NC(=O)C(CC1=CC=CC=C1)N,CC(C)CC(C(=O)NC(CC(=O)N)C(=O)O)NC(=O)C(CC1=CC=CC=C1)N,4-amino-2-[[2-[(2-amino-3-phenylpropanoyl)amino]-4-methylpentanoyl]amino]-4-oxobutanoic acid
